fold,param_BB_N,param_BB_K,is_Sharpe Ratio,is_Return [%],is_Return (Ann.) [%],is_Max. Drawdown [%],is_Win Rate [%],is_Profit Factor,is_# Trades,is_max_bars_close_ratio,is_signal_close_ratio,oos_Sharpe Ratio,oos_Return [%],oos_Return (Ann.) [%],oos_Max. Drawdown [%],oos_Win Rate [%],oos_Profit Factor,oos_# Trades,oos_max_bars_close_ratio,oos_signal_close_ratio,test_regime,test_close_return,test_atr_median_normalized,test_close_range_pct,test_bars,train_bars
0,10,1.5,-1.515035113163903,-13.610900361347896,-22.100326071419417,-20.598122202058267,53.929539295392956,0.8316545295572525,369.0,0.0,0.6639566395663956,-1.6285928868599466,-7.396133016602905,-24.2847798834789,-13.539057449321579,55.952380952380956,0.8733862020601725,168.0,0.0,0.6726190476190477,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,10,2.0,-3.8152434939305273,-24.8114385979841,-37.67350846935788,-28.964543090833715,45.63106796116505,0.6226510752526508,206.0,0.0,0.5970873786407767,-0.8033952706191849,-2.8629764923680923,-10.807647893105676,-11.834851419066295,53.46534653465347,0.9124129529065522,101.0,0.0,0.6336633663366337,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,10,2.5,-1.938805841133999,-7.999336459628341,-12.909813102646705,-11.438613226180161,41.07142857142857,0.5859868873095674,56.0,0.0,0.5714285714285714,1.5626358304170345,3.8333812754668064,15.964998015778953,-2.7384023802775825,55.172413793103445,1.4449971956960281,29.0,0.0,0.6896551724137931,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,10,3.0,,0.0,0.0,-0.0,,,0.0,,,,0.0,0.0,-0.0,,,0.0,,,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,14,1.5,-0.6939477571025282,-6.845422257155867,-11.091392588461414,-17.834067593903804,58.76288659793815,0.8559517256160035,291.0,0.0,0.5807560137457045,-2.6272227745239696,-10.246731746519789,-35.00537580312554,-14.398701812491288,56.02836879432624,0.8141157873448878,141.0,0.0,0.574468085106383,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,14,2.0,-3.1211278987812183,-21.159413329088828,-32.57481988548642,-25.46268139285447,49.72677595628415,0.6348167853045217,183.0,0.0,0.5191256830601093,-1.9616418804964335,-7.2339072309657,-26.671855419504674,-15.367783257280687,51.11111111111111,0.8446516893849532,90.0,0.0,0.45555555555555555,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,14,2.5,-0.7416915630012245,-4.06218393320496,-6.644258983651852,-15.07228482479227,51.11111111111111,0.6981351049781316,90.0,0.0,0.5333333333333333,-1.1232303736653813,-2.7089021398351876,-10.24929938278204,-7.7785189322438715,45.94594594594595,0.8464947408615767,37.0,0.0,0.43243243243243246,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,14,3.0,-0.38458996630018144,-1.0288258639697567,-1.6999056468353646,-4.0508873128138,57.14285714285714,0.7190264740523118,14.0,0.0,0.5,2.7290416585872497,5.615262767245388,24.000608913102095,-2.7080506343354127,72.72727272727273,2.7938059121592103,11.0,0.0,0.36363636363636365,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,20,1.5,-0.7404114353579393,-7.3207444097834165,-11.842245089471303,-18.649081730333794,56.22489959839358,0.890708975361096,249.0,0.0,0.4859437751004016,-1.4990958372996057,-6.092010642712354,-21.924232992367088,-10.528882445018994,52.03252032520326,0.9170323639430046,123.0,0.0,0.4796747967479675,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,20,2.0,-2.0201443580855196,-14.311119488956884,-22.59022053667853,-17.75820264194776,48.125,0.7449231966161007,160.0,0.0,0.38125,-0.03546320663536709,-0.15799608303712448,-0.6206674022522063,-6.314095984595758,52.5,1.0117774160339212,80.0,0.0,0.3625,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,20,2.5,-2.82047541777385,-14.305472721230764,-22.581763121478726,-20.71250995864379,39.189189189189186,0.5772613326773725,74.0,0.0,0.33783783783783783,-3.039278893942938,-7.595179105866095,-26.730605252855554,-10.322382706066158,37.142857142857146,0.6456381542346697,35.0,0.0,0.14285714285714285,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,20,3.0,-2.2692269192565364,-9.719754017650592,-15.593201715757443,-12.674669874840916,33.33333333333333,0.5453343073168493,36.0,0.0,0.19444444444444445,0.4110302483232549,0.8096989224531922,3.226303548190601,-3.4645525081339668,50.0,1.0532400665422255,12.0,0.0,0.16666666666666666,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,28,1.5,-0.7723437222738908,-7.466172622637276,-12.071468693767184,-18.69151990566277,53.72340425531915,0.9108191909383689,188.0,0.0,0.3829787234042553,-1.2416086926939964,-5.025606588614778,-18.374527964034126,-8.354169350417095,51.08695652173913,0.830835818688051,92.0,0.0,0.41304347826086957,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,28,2.0,-1.44871452578976,-10.291112144163693,-16.47698205619106,-18.11466714104165,47.368421052631575,0.7955560207605443,133.0,0.0,0.2932330827067669,0.0019201462703404132,0.007514425101538655,0.029591314573096383,-6.573439941282022,50.79365079365079,0.9595367455117424,63.0,0.0,0.2698412698412698,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,28,2.5,-1.8576105976002308,-9.21960975794629,-14.816548494759562,-17.834924396518126,40.67796610169492,0.6741353823820719,59.0,0.0,0.22033898305084745,-1.6076796732169665,-4.646653259986057,-17.08458738129729,-7.560460887737386,38.70967741935484,0.6877420977521159,31.0,0.0,0.0967741935483871,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,28,3.0,-2.5375291362901566,-8.308157619990467,-13.393943414528186,-12.66962110186791,28.000000000000004,0.4597433109572236,25.0,0.0,0.04,1.2477867471974755,2.8663873353976173,11.770413541696678,-3.8877185938571257,53.84615384615385,1.3621738855190286,13.0,0.0,0.07692307692307693,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,40,1.5,-1.9294711498473092,-15.079918263061543,-23.73825795862119,-21.293475113854686,44.13793103448276,0.8439000726259586,145.0,0.0,0.22758620689655173,-3.530376502300378,-12.204525973044698,-40.10073351886187,-14.2068868655978,40.54054054054054,0.6835640284624923,74.0,0.0,0.1891891891891892,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,40,2.0,-1.7766055640180056,-13.193830351331586,-20.90967649052834,-24.289478806730546,40.95238095238095,0.7757509391836134,105.0,0.0,0.14285714285714285,1.3260336505263728,5.949121017606998,25.551194010764554,-4.569228468496522,50.98039215686274,1.2338530480027239,51.0,0.0,0.11764705882352941,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,40,2.5,-3.006472662532504,-15.388827155727835,-24.197628859030118,-18.654824908676403,33.87096774193548,0.5994886752630059,62.0,0.0,0.12903225806451613,-0.17647599128510832,-0.4509506029738346,-1.7638916978492736,-5.0743907819096545,46.15384615384615,0.9775407098467781,26.0,0.0,0.11538461538461539,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
0,40,3.0,-2.222557520095558,-8.076305853932887,-13.030576059374255,-11.96787575743734,32.142857142857146,0.5354995278223788,28.0,0.0,0.07142857142857142,-0.3021482789418113,-0.7357395863122307,-2.865817900817358,-5.078322305828353,40.0,0.9244490191866266,15.0,0.0,0.0,down,-0.03838288765430417,1.086656424666917,0.06833995336796167,1495,3044
1,10,1.5,-1.0748043790539155,-10.39736348097691,-16.528995437412398,-13.912708559652353,55.45977011494253,0.8994487009673651,348.0,0.0,0.6666666666666666,-5.102397925122269,-17.43891896626111,-49.932711689694244,-22.16301649282255,51.68539325842697,0.8414633745763342,178.0,0.0,0.5955056179775281,flat,-0.01937834623439759,1.216718003134579,0.11427998921540027,1547,3016
1,10,2.0,-1.9656034568118683,-13.801678097822423,-22.189493582621623,-19.95176986698547,50.0,0.7863240377272462,204.0,0.0,0.6274509803921569,-2.372516808380283,-8.166345833387762,-27.788197823119532,-14.941679991747836,51.48514851485149,0.825795617869662,101.0,0.0,0.5346534653465347,flat,-0.01937834623439759,1.216718003134579,0.11427998921540027,1547,3016
1,10,2.5,-0.047131128275015276,-0.20696810982812897,-0.37490705463213425,-4.8602790596625205,51.724137931034484,0.993648669913547,58.0,0.0,0.6551724137931034,0.26106980153584575,0.6346668732660474,2.3037157489633975,-3.2413856533208385,53.57142857142857,1.1829936789689532,28.0,0.0,0.39285714285714285,flat,-0.01937834623439759,1.216718003134579,0.11427998921540027,1547,3016
1,10,3.0,,0.0,0.0,-0.0,,,0.0,,,,0.0,0.0,-0.0,,,0.0,,,flat,-0.01937834623439759,1.216718003134579,0.11427998921540027,1547,3016
