fold,param_DC_N,param_DC_EXIT,is_Sharpe Ratio,is_Return [%],is_Return (Ann.) [%],is_Max. Drawdown [%],is_Win Rate [%],is_Profit Factor,is_# Trades,is_max_bars_close_ratio,is_signal_close_ratio,oos_Sharpe Ratio,oos_Return [%],oos_Return (Ann.) [%],oos_Max. Drawdown [%],oos_Win Rate [%],oos_Profit Factor,oos_# Trades,oos_max_bars_close_ratio,oos_signal_close_ratio,test_regime,test_close_return,test_atr_median_normalized,test_close_range_pct,test_bars,train_bars
0,10,0.5,0.42250260027971176,6.1163706798987,10.342923322198306,-17.844482357970215,36.15023474178404,1.0787681927356596,213.0,0.0,0.8262910798122066,0.2241867800662582,0.5431324294849531,4.033649261128813,-7.413612585523066,34.61538461538461,1.105033644299162,104.0,0.0,0.9038461538461539,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,10,1.0,-0.09105074302377761,-1.3511863140122848,-2.23015260316598,-15.84235743200173,37.2972972972973,0.9440987257663607,185.0,0.0,0.7027027027027027,-0.9323950866179164,-5.900071383070701,-18.088336348528024,-10.34973284269254,30.526315789473685,0.9118924943212912,95.0,0.0,0.7368421052631579,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,10,1.5,0.3718265036489584,6.63564169700148,11.239549172184638,-15.066672393193025,37.735849056603776,1.0293489405437835,159.0,0.012578616352201259,0.610062893081761,-0.08291071903607182,-1.5276845031303237,-2.048212046678255,-13.465785317690692,34.177215189873415,1.0153757422441885,79.0,0.0,0.620253164556962,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,10,2.0,0.414005516842107,7.0406160840570235,11.940816031178336,-13.297027756025926,30.303030303030305,0.9956986447400855,132.0,0.06060606060606061,0.5,-1.1874917146370605,-7.476781370498695,-23.360941653365263,-13.435004339796041,30.985915492957744,0.8335477167126587,71.0,0.014084507042253521,0.49295774647887325,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,20,0.5,-0.4959374209103069,-6.003441647692316,-9.755145858969062,-14.520225233819195,31.746031746031743,0.9893715528566039,126.0,0.007936507936507936,0.6984126984126984,-1.1134650767471839,-4.599904189309792,-16.92440837665883,-10.137239660381592,33.33333333333333,0.8293464339467674,60.0,0.0,0.75,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,20,1.0,-0.05440053234546535,-0.7934788545673015,-1.312067666911465,-17.395951168498115,30.08849557522124,1.0128737239145815,113.0,0.04424778761061947,0.5575221238938053,0.019332546248739133,0.11503385065854527,0.4537116346045922,-9.37014231791833,36.36363636363637,1.0047873287295221,55.0,0.0,0.6181818181818182,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,20,1.5,0.05606445749004551,0.8163794531897991,1.3571025152353755,-17.893046176483463,27.77777777777778,0.9956379069902649,108.0,0.08333333333333333,0.4444444444444444,-0.9072336338294813,-4.74513387250799,-17.42126309031167,-13.109611405228305,34.61538461538461,0.82999301007311,52.0,0.0,0.5,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,20,2.0,0.18132935101049596,2.795372828635422,4.6769143484615805,-20.17593746657941,25.49019607843137,1.0235390174586387,102.0,0.10784313725490197,0.3333333333333333,-0.3968294281010837,-2.2032363605958527,-8.398485962065527,-9.461580505229229,36.17021276595745,0.9019844873350665,47.0,0.06382978723404255,0.425531914893617,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,40,0.5,-1.6827078729804315,-16.615904337285993,-26.011488416093687,-24.28944582398841,19.736842105263158,0.6998077621514505,76.0,0.07894736842105263,0.3026315789473684,-5.792932659717003,-15.859124431772203,-49.33416917425155,-18.15092484251736,26.82926829268293,0.36415861117431697,41.0,0.0,0.4878048780487805,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
0,40,1.0,-2.138790932056281,-20.323648882017785,-31.38570702608706,-27.48512355337186,18.91891891891892,0.6223365919997002,74.0,0.0945945945945946,0.17567567567567569,-5.10560444502823,-15.513655279649596,-48.51011451228893,-17.63233140862144,22.5,0.41407496301404456,40.0,0.05,0.3,down,-0.025046226919606385,1.1938482883103543,0.05630974509949429,1493,3043
