Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_sma,Exit_sma,Entry_bb_upper,Exit_bb_upper,Entry_bb_lower,Exit_bb_lower,Entry_atr,Exit_atr
24428,33,33,143.3304280409241,142.9176395594384,142.9176395594384,143.87280423650398,-10083.597025732119,0.0,-0.00287997801393447,2025-05-06 08:00:00+00:00,2025-05-06 08:00:00+00:00,0 days 00:00:00,,143.70692770821708,143.70692770821708,144.04492491809071,144.04492491809071,143.36893049834345,143.36893049834345,0.2859111675621135,0.2859111675621135
-20759,48,56,143.2375660231018,142.85899353027344,143.6968421199979,142.58421335497673,7858.786378624101,0.0,0.00264296932249819,2025-05-06 23:00:00+00:00,2025-05-07 07:00:00+00:00,0 days 08:00:00,,142.6885724748884,142.89099993024553,143.0964025872504,143.36825873600537,142.28074236252638,142.41374112448568,0.31740184042096187,0.3190161577072254
-22742,61,63,143.39056437103272,143.20799255371094,143.82972993949733,142.80604184336556,4152.048269532069,0.0,0.001273248474351285,2025-05-07 12:00:00+00:00,2025-05-07 14:00:00+00:00,0 days 02:00:00,,143.15828486851282,143.19221387590682,143.39778821114973,143.4176715013829,142.91878152587591,142.96675625043073,0.284376494702768,0.2800794916508003
-23916,65,67,143.47157247207642,143.3419952392578,143.89093197033924,142.9134243243784,3098.969100089749,0.0,0.0009031561485381978,2025-05-07 16:00:00+00:00,2025-05-07 18:00:00+00:00,0 days 02:00:00,,143.24957057407923,143.284428187779,143.48168648730996,143.5319521976514,143.0174546608485,143.03690417790662,0.27305314484076504,0.317271411050918
-20235,69,74,143.8075676472473,143.8520050048828,144.3096674611722,143.1507849785282,-899.1899317543817,0.0,-0.00030900569672742684,2025-05-07 20:00:00+00:00,2025-05-08 01:00:00+00:00,0 days 05:00:00,,143.40635790143693,143.58007158551897,143.68945568984643,143.9290481684088,143.12326011302744,143.23109500262913,0.3242432858130763,0.31228877397308563
-21360,80,82,144.40755249206543,144.87410283600045,144.87410283600045,143.77721245401762,-9965.515346451852,0.0,-0.003230789081898333,2025-05-08 07:00:00+00:00,2025-05-08 09:00:00+00:00,0 days 02:00:00,,143.83628845214844,143.99843052455358,144.2115355883609,144.60254944027471,143.46104131593597,143.39431160883245,0.3060122135573883,0.3184135574248016
-18211,89,92,145.46055099517824,146.00789112103928,146.00789112103928,144.7341582741612,-9967.611032055414,0.0,-0.0037628080061320457,2025-05-08 16:00:00+00:00,2025-05-08 19:00:00+00:00,0 days 03:00:00,,144.60443006243025,145.0480008806501,145.4595655102135,145.87023012716392,143.749294614647,144.2257716341363,0.3620717966785172,0.35344488503075144
21135,102,108,145.50145500000002,145.0353472373713,145.0353472373713,146.1218868703539,-9851.187563158077,0.0,-0.0032034577429396194,2025-05-09 05:00:00+00:00,2025-05-09 11:00:00+00:00,0 days 06:00:00,,145.74985722133093,145.48721422467912,145.97966669773305,145.8731520970938,145.5200477449288,145.10127635226445,0.30490859612692606,0.29194842948144395
21625,112,114,144.9994510786438,145.27499389648438,144.55046059627588,145.6017357251478,5958.613435802406,0.0,0.0019003024893600173,2025-05-09 15:00:00+00:00,2025-05-09 17:00:00+00:00,0 days 02:00:00,,145.29764229910714,145.23992810930525,145.5839683370731,145.42196804227882,145.0113162611412,145.0578881763317,0.2938382733387046,0.28095179022791206
-23764,119,120,145.8315342237854,146.25050504450462,146.25050504450462,145.28798729254854,-9956.4225835713,0.0,-0.002872978213863453,2025-05-12 00:00:00+00:00,2025-05-12 01:00:00+00:00,0 days 01:00:00,,145.31557137625558,145.3711427961077,145.68001968556024,145.84258518916707,144.9511230669509,144.89970040304834,0.28064675594984256,0.2923148622491842
