Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_dc_upper,Exit_dc_upper,Entry_dc_lower,Exit_dc_lower,Entry_dc_midline,Exit_dc_midline,Entry_atr,Exit_atr
50280,57,63,95.83462658694306,95.63511458648684,95.63511458648684,,-10031.463382938935,0.0,-0.002081836258580494,2025-08-06 08:00:00+00:00,2025-08-06 14:00:00+00:00,0 days 06:00:00,,95.89800262451172,96.02300262451172,94.9000015258789,94.94100189208984,95.39900207519531,95.48200225830078,0.13426204570950304,0.1373531057168595
47750,107,127,96.36065294831269,96.15068083658868,96.15068083658868,,-10026.168334821652,0.0,-0.0021790233388792046,2025-08-08 10:00:00+00:00,2025-08-11 07:00:00+00:00,2 days 21:00:00,,96.35900115966797,96.52300262451172,95.63700103759766,95.72100067138672,95.99800109863281,96.12200164794922,0.1393419894359918,0.12638869439989894
48827,145,148,96.72366942904496,96.52530418993486,96.52530418993486,,-9685.579530029008,0.0,-0.002050844847812816,2025-08-12 01:00:00+00:00,2025-08-12 04:00:00+00:00,0 days 03:00:00,,96.75700378417969,96.83499908447266,95.99099731445312,95.99099731445312,96.3740005493164,96.41299819946289,0.13523893077275004,0.1436403224042504
-49020,193,234,96.1223598124002,95.81600189208984,96.3269272916857,,15017.665253613919,0.0,0.0031871660340868635,2025-08-14 01:00:00+00:00,2025-08-15 18:00:00+00:00,1 days 17:00:00,,96.7509994506836,96.23600006103516,96.0469970703125,95.51499938964844,96.39899826049805,95.8754997253418,0.14352768732190208,0.1344401685861188
-46845,278,321,95.50739162842758,94.86699676513672,95.7193273670983,,29999.29737086058,0.0,0.0067051863983713655,2025-08-19 15:00:00+00:00,2025-08-21 10:00:00+00:00,1 days 19:00:00,,96.20099639892578,95.36599731445312,95.49299621582031,94.39700317382812,95.84699630737305,94.88150024414062,0.1388434624750061,0.15708310549546206
47433,335,383,95.34059945044555,95.47599792480469,95.12896127149102,,6422.355834276871,0.0,0.0014201554756272383,2025-08-22 00:00:00+00:00,2025-08-26 01:00:00+00:00,4 days 01:00:00,,95.36000061035156,95.9520034790039,94.39700317382812,95.13700103759766,94.87850189208984,95.54450225830078,0.14835875262330492,0.15501132373163434
52688,456,483,96.14264010818482,96.12200164794922,95.94408708487664,,-1087.399192893422,0.0,-0.00021466500412703482,2025-08-29 02:00:00+00:00,2025-09-01 06:00:00+00:00,3 days 04:00:00,,96.16600036621094,96.41899871826172,95.7020034790039,95.75,95.93400192260742,96.08449935913086,0.12961325107524402,0.11783999740203581
55676,487,531,96.4636547451114,96.77799987792969,96.27668793263545,,17501.479614791067,0.0,0.003258689852140506,2025-09-01 10:00:00+00:00,2025-09-03 06:00:00+00:00,1 days 20:00:00,,96.46900177001953,97.14800262451172,95.75,96.30699920654297,96.10950088500977,96.72750091552734,0.12033552290303524,0.14942891073601913
47548,538,539,97.27769701961839,97.0546772952383,97.0546772952383,,-10604.141854824054,0.0,-0.002292609007130464,2025-09-03 13:00:00+00:00,2025-09-03 14:00:00+00:00,0 days 01:00:00,,97.2770004272461,97.2979965209961,96.30699920654297,96.4020004272461,96.79199981689453,96.8499984741211,0.14679623131918446,0.15309654410721146
-43673,588,592,96.43534824688842,96.62100219726562,96.67226819874676,,-8108.064974823509,0.0,-0.0019251649291700534,2025-09-05 15:00:00+00:00,2025-09-05 19:00:00+00:00,0 days 04:00:00,,97.01499938964844,97.0,96.36900329589844,96.30500030517578,96.69200134277344,96.65250015258789,0.16128739329738004,0.1460123472322747
