pair,strategy,grid_id,expectancy_spread_ratio,win_rate,median_holding_bars,profit_loss_ratio,n_trades
USDJPY,BB_MR,BB_N14_K1p5,-4.368304036048268,0.5637583892617449,3.0,0.7323913729770548,728
USDJPY,Donchian,DC_N10_EXIT1p5,31.054357301534083,0.3950617283950617,9.0,1.993300101637437,394
GBPJPY,BB_MR,BB_N28_K2p5,2.791175459807293,0.475,4.0,1.2141062078996128,184
GBPJPY,Donchian,DC_N10_EXIT1p0,-6.624257863175835,0.30526315789473685,7.0,1.9687297926403815,477
EURJPY,BB_MR,BB_N14_K2p0,-0.06012237445125605,0.5555555555555556,3.0,0.813667794128971,483
EURJPY,Donchian,DC_N10_EXIT2p0,5.149194133281792,0.3548387096774194,11.5,2.0762615277193572,325
AUDJPY,BB_MR,BB_N28_K2p5,-3.4769876385873766,0.47058823529411764,4.0,1.088924988107517,172
AUDJPY,Donchian,DC_N40_EXIT0p5,6.6739647525926244,0.3076923076923077,11.0,2.0884677931043925,176
