Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_dc_upper,Exit_dc_upper,Entry_dc_lower,Exit_dc_lower,Entry_dc_midline,Exit_dc_midline,Entry_atr,Exit_atr
-22196,20,21,197.19504973257935,197.64953222981342,197.64953222981342,,-10087.693508607368,0.0,-0.0023047358331276246,2024-11-05 20:00:00+00:00,2024-11-05 21:00:00+00:00,0 days 01:00:00,,197.875,197.875,197.0970001220703,197.0970001220703,197.48600006103516,197.48600006103516,0.298540151519537,0.30757321582227093
18272,25,32,198.15899240643188,198.05299377441406,197.60926315448972,,-1936.807004229524,0.0,-0.0005349170922327451,2024-11-06 01:00:00+00:00,2024-11-06 08:00:00+00:00,0 days 07:00:00,,198.23699951171875,199.052001953125,197.0970001220703,197.32000732421875,197.66699981689453,198.18600463867188,0.36036194486759354,0.46804702863322883
14270,40,48,198.96302568627854,198.77999877929688,198.26269942990504,,-2611.793962628382,0.0,-0.0009199041196240598,2024-11-06 16:00:00+00:00,2024-11-07 00:00:00+00:00,0 days 08:00:00,,198.95700073242188,199.52200317382812,197.85800170898438,198.18899536132812,198.40750122070312,198.85549926757812,0.4768535011674124,0.39953908318056286
-17622,67,72,198.38199832097305,198.85699462890625,199.00115263778284,,-8370.384938398784,0.0,-0.002394351866365829,2024-11-07 19:00:00+00:00,2024-11-08 00:00:00+00:00,0 days 05:00:00,,199.3769989013672,199.22500610351562,198.33700561523438,198.29400634765625,198.85700225830078,198.75950622558594,0.3786403187390713,0.35779835767409046
-18353,76,96,198.09601437177244,197.76300048828125,198.64131264048143,,6111.803803713822,0.0,0.0016810731126887246,2024-11-08 04:00:00+00:00,2024-11-11 01:00:00+00:00,2 days 21:00:00,,198.91900634765625,197.82400512695312,198.06900024414062,196.7310028076172,198.49400329589844,197.27750396728516,0.3504593968605358,0.34766583969467335
18851,97,108,197.93197824643724,198.10299682617188,197.4004983107705,,3223.8712465776143,0.0,0.0008640270321640386,2024-11-11 02:00:00+00:00,2024-11-11 13:00:00+00:00,0 days 11:00:00,,197.93299865722656,198.46200561523438,196.7310028076172,197.83399963378906,197.33200073242188,198.14800262451172,0.3484041160725092,0.326680622878631
-23802,116,120,197.6790237433937,197.8459930419922,198.09937399841212,,-3974.203245240875,0.0,-0.0008446485390134484,2024-11-11 21:00:00+00:00,2024-11-12 01:00:00+00:00,0 days 04:00:00,,198.24400329589844,198.09800720214844,197.656005859375,197.5489959716797,197.95000457763672,197.82350158691406,0.27123367068276016,0.2745946835909588
-22546,123,129,197.31003532939818,197.61099243164062,197.75771462001393,,-6785.378827158267,0.0,-0.0015253005339541659,2024-11-12 04:00:00+00:00,2024-11-12 10:00:00+00:00,0 days 06:00:00,,198.0590057373047,198.0590057373047,197.30799865722656,196.87600708007812,197.68350219726562,197.4675064086914,0.2872249853108916,0.31326231644128916
23604,150,156,197.56697329200608,197.15070296133604,197.15070296133604,,-9825.644885135744,0.0,-0.0021069833876271593,2024-11-13 07:00:00+00:00,2024-11-13 13:00:00+00:00,0 days 06:00:00,,197.6230010986328,197.718994140625,196.84500122070312,197.1840057373047,197.23400115966797,197.45149993896484,0.2798486614673949,0.2939301457999305
-21904,157,159,197.0600454118982,197.1999969482422,197.49889387592646,,-3065.4984520789817,0.0,-0.000710197422574721,2024-11-13 14:00:00+00:00,2024-11-13 16:00:00+00:00,0 days 02:00:00,,197.718994140625,197.718994140625,196.91400146484375,196.6479949951172,197.31649780273438,197.1834945678711,0.30407832386221223,0.3225732156025739
20456,168,176,197.8559864122789,197.5709991455078,197.37639832982586,,-5829.699529069267,0.0,-0.00144037727611257,2024-11-14 01:00:00+00:00,2024-11-14 09:00:00+00:00,0 days 08:00:00,,197.94000244140625,197.98899841308594,196.6479949951172,197.37399291992188,197.29399871826172,197.6814956665039,0.3088245702361561,0.27808445597823267
-22585,178,180,197.2760401184491,197.5659942626953,197.70865749542924,,-6548.614347800962,0.0,-0.0014697889519281748,2024-11-14 11:00:00+00:00,2024-11-14 13:00:00+00:00,0 days 02:00:00,,197.98899841308594,197.98800659179688,197.28199768066406,197.06900024414062,197.635498046875,197.52850341796875,0.28533318587954914,0.28862004713693434
19992,183,187,198.18499443161377,197.70066527041817,197.70066527041817,,-9682.708590622502,0.0,-0.00244382357294326,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,0 days 04:00:00,,198.24200439453125,198.24200439453125,197.06900024414062,197.06900024414062,197.65550231933594,197.65550231933594,0.311465752659667,0.30089444611012245
20941,192,198,198.3249994674376,197.9709930419922,197.86882642972688,,-7413.248555252528,0.0,-0.00178498135079308,2024-11-15 01:00:00+00:00,2024-11-15 07:00:00+00:00,0 days 06:00:00,,198.44500732421875,198.44500732421875,197.6490020751953,197.7429962158203,198.04700469970703,198.09400177001953,0.30141353376003543,0.3303240408455836
-18834,199,217,197.3030470858548,195.49600219726562,197.80548361986212,,34033.88343168826,0.0,0.009158727730154359,2024-11-15 08:00:00+00:00,2024-11-18 03:00:00+00:00,2 days 19:00:00,,198.44500732421875,195.98399353027344,197.30999755859375,194.28500366210938,197.87750244140625,195.1344985961914,0.3499434470379749,0.5014544248475027
14405,227,228,196.0389117898413,195.35055844051348,195.35055844051348,,-9915.72999706734,0.0,-0.003511309785609096,2024-11-18 13:00:00+00:00,2024-11-18 14:00:00+00:00,0 days 01:00:00,,196.07699584960938,196.14199829101562,194.9980010986328,194.9980010986328,195.5374984741211,195.56999969482422,0.45836997372044763,0.45062860736374155
-17243,240,243,195.35611938302992,195.71600341796875,195.92019346444684,,-6205.4804144502405,0.0,-0.001842194839227096,2024-11-19 02:00:00+00:00,2024-11-19 05:00:00+00:00,0 days 03:00:00,,196.1490020751953,196.1479949951172,195.21299743652344,195.20599365234375,195.68099975585938,195.67699432373047,0.36404519618286224,0.3508717058785498
-13823,247,254,194.56115327636078,194.98300170898438,195.25605449180372,,-5831.2108841558975,0.0,-0.002168204831847209,2024-11-19 09:00:00+00:00,2024-11-19 16:00:00+00:00,0 days 07:00:00,,196.08200073242188,196.0,193.95199584960938,193.5570068359375,195.01699829101562,194.77850341796875,0.5285133966885694,0.608972645222865
10273,256,277,196.05690262768724,196.70599365234375,195.12590156565219,,6668.112096296364,0.0,0.0033107277323927153,2024-11-19 18:00:00+00:00,2024-11-20 15:00:00+00:00,0 days 21:00:00,,196.11099243164062,197.7830047607422,193.5570068359375,196.44400024414062,194.83399963378906,197.1135025024414,0.5843029166916859,0.45251271752061833
-17070,293,316,195.8021005413922,194.44000244140625,196.36964704400626,,23251.014566760285,0.0,0.0069565040222743235,2024-11-21 07:00:00+00:00,2024-11-22 06:00:00+00:00,0 days 23:00:00,,196.718994140625,194.7480010986328,195.57400512695312,193.7790069580078,196.14649963378906,194.2635040283203,0.389497631827155,0.38131269175400234
-14109,320,324,193.3002025456407,194.00218761812135,194.00218761812135,,-9904.307387629535,0.0,-0.00363157960124183,2024-11-22 10:00:00+00:00,2024-11-22 14:00:00+00:00,0 days 04:00:00,,194.80799865722656,194.80799865722656,192.93299865722656,192.843994140625,193.87049865722656,193.82599639892578,0.4745180261779945,0.48730003418809603
16408,334,334,194.22983309533524,193.62471878502694,193.62471878502694,,-9928.715603538505,0.0,-0.0031154550290494187,2024-11-25 01:00:00+00:00,2024-11-25 01:00:00+00:00,0 days 00:00:00,,194.24899291992188,194.24899291992188,193.14599609375,193.14599609375,193.69749450683594,193.69749450683594,0.41788670578596326,0.41788670578596326
