Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_sma,Exit_sma,Entry_bb_upper,Exit_bb_upper,Entry_bb_lower,Exit_bb_lower,Entry_atr,Exit_atr
17084,49,50,192.05474232570435,191.4446760925073,191.4446760925073,192.81042902834963,-10422.371527938325,0.0,-0.0031765226195895613,2025-02-05 01:00:00+00:00,2025-02-05 02:00:00+00:00,0 days 01:00:00,,192.6673927307129,192.6285356794085,193.44622883431177,193.59820068551622,191.888556627114,191.65887067330075,0.40327104755127524,0.4073225052317645
14835,85,96,188.57160014726105,187.88495844142713,187.88495844142713,189.4413933020555,-10186.329706046217,0.0,-0.003641278460264963,2025-02-06 13:00:00+00:00,2025-02-07 00:00:00+00:00,0 days 11:00:00,,190.39721461704798,189.36710848127092,192.37444504533798,191.82518233855458,188.41998418875798,186.90903462398725,0.4560748338784467,0.42045063062045296
-20422,158,158,188.93638013261076,189.42457205118896,189.42457205118896,188.30558768825844,-9969.855361203905,0.0,-0.0025838957972812437,2025-02-11 15:00:00+00:00,2025-02-11 15:00:00+00:00,0 days 00:00:00,,188.02071489606584,188.02071489606584,189.05871469045823,189.05871469045823,186.98271510167345,186.98271510167345,0.3385876619664991,0.3385876619664991
18345,239,258,191.15671111444902,191.1750030517578,190.61957880517087,191.85254991504559,335.56558992972356,0.0,9.56907931830564e-05,2025-02-17 01:00:00+00:00,2025-02-17 20:00:00+00:00,0 days 19:00:00,,191.84092930385046,191.2136072431292,192.48054318083197,192.15825193354786,191.20131542686894,190.26896255271052,0.35982853808897264,0.2708997760868191
-23511,266,272,191.6552646162021,191.1070386875843,192.06946692547388,191.1070386875843,12889.339807733011,0.0,0.0028604793597276634,2025-02-18 04:00:00+00:00,2025-02-18 10:00:00+00:00,0 days 06:00:00,,191.1083924429757,191.21017837524414,191.70438005040097,191.89218546012185,190.51240483555046,190.52817129036643,0.2701958048227462,0.2994271121638059
-21995,285,287,192.0522517788922,191.43831878997486,192.48075492607353,191.43831878997486,13503.456091237229,0.0,0.0031966976863367913,2025-02-18 23:00:00+00:00,2025-02-19 01:00:00+00:00,0 days 02:00:00,,191.42203521728516,191.46982084001814,192.04663219025227,192.13938264599827,190.79743824431804,190.80025903403802,0.300064314238793,0.32005578782639393
19245,301,310,190.56368487932954,190.03840858534357,190.03840858534357,191.2461213165471,-10108.942277759952,0.0,-0.0027564343873733854,2025-02-19 15:00:00+00:00,2025-02-20 00:00:00+00:00,0 days 09:00:00,,191.37785720825195,191.12028557913644,192.27335826564604,192.459438618045,190.48235615085787,189.78113254022787,0.3529845569152791,0.3072098206490507
19835,312,316,189.54763743406204,189.04288002589843,189.04288002589843,190.20281096644533,-10011.86319092526,0.0,-0.0026629580563313215,2025-02-20 02:00:00+00:00,2025-02-20 06:00:00+00:00,0 days 04:00:00,,190.96092823573522,190.58953530447823,192.4813543409586,192.4462459392544,189.44050213051185,188.73282466970207,0.3440221805357248,0.3562632827915018
-15701,337,348,190.69430483811675,189.87219801717902,191.32260853667628,189.87219801717902,12907.899195543356,0.0,0.004311124139945499,2025-02-21 03:00:00+00:00,2025-02-21 14:00:00+00:00,0 days 11:00:00,,189.50796508789062,189.8267162867955,190.58084729953185,191.20352702610472,188.4350828762494,188.44990554748625,0.4138740537916033,0.4000269815349893
17048,389,390,188.2905982143242,189.05740952525304,187.7039368746149,189.05740952525304,13072.599228714693,0.0,0.004072488579891731,2025-02-25 08:00:00+00:00,2025-02-25 09:00:00+00:00,0 days 01:00:00,,189.04799924577986,189.02999932425362,189.77896097468403,189.75119889715725,188.3170375168757,188.30879975135,0.408084912115251,0.4142938738196304
-17706,421,423,189.75635438593415,189.0074448496935,190.32790482708532,189.0074448496935,13260.192248676625,0.0,0.00394669015782978,2025-02-26 16:00:00+00:00,2025-02-26 18:00:00+00:00,0 days 02:00:00,,189.00699996948242,188.99964305332728,189.6594690753786,189.64044978252434,188.35453086358623,188.3588363241302,0.38975482738838546,0.4119982295246952
-17659,439,442,189.9643385513054,189.20845030040329,190.54992295584987,189.20845030040329,13348.230622680241,0.0,0.003979106060993387,2025-02-27 10:00:00+00:00,2025-02-27 13:00:00+00:00,0 days 03:00:00,,189.1288572038923,189.18353598458427,190.00850216207093,190.1239857951555,188.24921224571366,188.24308617401303,0.37454278916822814,0.41171384538562095
-13707,487,488,190.74830351475447,191.50542965653588,191.50542965653588,189.75443851784797,-10377.928025397825,0.0,-0.003969241811489388,2025-03-03 11:00:00+00:00,2025-03-03 12:00:00+00:00,0 days 01:00:00,,189.61085728236608,189.7009642464774,190.8394948786004,191.31322309073244,188.38221968613178,188.0887054022224,0.5211195399835301,0.529968449446202
