Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_dc_upper,Exit_dc_upper,Entry_dc_lower,Exit_dc_lower,Entry_dc_midline,Exit_dc_midline,Entry_atr,Exit_atr
-20187,17,28,195.44611209136824,195.52000427246094,195.950360538462,,-1491.6614597183845,0.0,-0.00037806933226769424,2025-08-04 16:00:00+00:00,2025-08-05 03:00:00+00:00,0 days 11:00:00,,196.5290069580078,195.5399932861328,195.44400024414062,195.0229949951172,195.98650360107422,195.281494140625,0.321150837658403,0.2677985099710685
24936,32,52,195.64488344814728,196.2550048828125,195.23357861299732,,15213.988094811853,0.0,0.0031185146471102154,2025-08-05 07:00:00+00:00,2025-08-06 03:00:00+00:00,0 days 20:00:00,,195.656005859375,196.4739990234375,195.02699279785156,196.07699584960938,195.34149932861328,196.27549743652344,0.26695287522226596,0.22562962052755672
31682,59,62,196.57993397459703,196.34300231933594,196.25004608545862,,-7506.468701981799,0.0,-0.0012052687701671339,2025-08-06 10:00:00+00:00,2025-08-06 13:00:00+00:00,0 days 03:00:00,,196.60499572753906,196.6510009765625,196.08999633789062,196.08999633789062,196.34749603271484,196.37049865722656,0.2092853630894216,0.21264022318490286
27829,65,68,196.71192782308486,196.5260009765625,196.34343828625623,,-5174.158211870856,0.0,-0.0009451732214712516,2025-08-06 16:00:00+00:00,2025-08-06 19:00:00+00:00,0 days 03:00:00,,196.9080047607422,196.9080047607422,196.09100341796875,196.16000366210938,196.49950408935547,196.53400421142578,0.2365388925714788,0.22872705076596375
-25399,80,82,196.3950789449446,196.8001200729049,196.8001200729049,,-10287.639609063364,0.0,-0.0020623792110077144,2025-08-07 07:00:00+00:00,2025-08-07 09:00:00+00:00,0 days 02:00:00,,197.18499755859375,197.18499755859375,196.35299682617188,196.23399353027344,196.7689971923828,196.7094955444336,0.2650478532138095,0.28258208934933543
20558,85,96,197.5919681964943,197.61099243164062,197.10507521327847,,391.1002261383047,0.0,9.628040714404484e-05,2025-08-07 12:00:00+00:00,2025-08-07 23:00:00+00:00,0 days 11:00:00,,197.92599487304688,198.02099609375,196.23399353027344,197.4340057373047,197.07999420166016,197.72750091552734,0.33290992423907195,0.29336117265394773
23836,105,120,198.0349792264711,198.49000549316406,197.6181939412863,,10846.006092893254,0.0,0.0022977065388665174,2025-08-08 08:00:00+00:00,2025-08-11 00:00:00+00:00,2 days 16:00:00,,198.14999389648438,198.81100463867188,197.3730010986328,198.38400268554688,197.7614974975586,198.59750366210938,0.2949731330727571,0.22964556124419674
-30793,128,128,198.27500800716018,198.61238925549276,198.61238925549276,,-10388.980779905027,0.0,-0.0017015823210577707,2025-08-11 08:00:00+00:00,2025-08-11 08:00:00+00:00,0 days 00:00:00,,198.80499267578125,198.80499267578125,198.17300415039062,198.17300415039062,198.48899841308594,198.48899841308594,0.23300138144622418,0.23300138144622418
30233,139,162,199.02803074923324,199.59100341796875,198.6980177452777,,17020.352693880723,0.0,0.0028286099531620312,2025-08-11 19:00:00+00:00,2025-08-12 18:00:00+00:00,0 days 23:00:00,,199.07000732421875,200.08099365234375,198.3470001220703,199.44900512695312,198.70850372314453,199.76499938964844,0.2107516461989977,0.2775795087695528
-24224,163,169,199.36695920625,199.7903621830762,199.7903621830762,,-10256.513710638465,0.0,-0.002123736944737109,2025-08-12 19:00:00+00:00,2025-08-13 01:00:00+00:00,0 days 06:00:00,,200.08099365234375,199.93899536132812,199.30599975585938,199.30599975585938,199.69349670410156,199.62249755859375,0.26525209582451775,0.2513835423430809
