Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_sma,Exit_sma,Entry_bb_upper,Exit_bb_upper,Entry_bb_lower,Exit_bb_lower,Entry_atr,Exit_atr
29967,34,36,162.13131310080794,161.79330243278486,161.79330243278486,162.57192752614364,-10129.165688647881,0.0,-0.002084795722421151,2025-05-06 09:00:00+00:00,2025-05-06 11:00:00+00:00,0 days 02:00:00,,162.56335776192802,162.4595009940011,162.960369383217,163.0867563005469,162.16634614063904,161.8322456874553,0.21693036247990904,0.22475078752452934
-25854,48,57,162.45867429616163,162.8008634892039,162.8008634892039,161.90751363874378,-8846.959396914563,0.0,-0.0021063153107998556,2025-05-06 23:00:00+00:00,2025-05-07 08:00:00+00:00,0 days 09:00:00,,161.95985739571708,162.320429120745,162.35149033005575,162.86208485596876,161.5682244613784,161.77877338552122,0.25715387629194736,0.24505857772841574
27321,70,74,162.46632872920378,162.69700622558594,162.17892700733668,163.0167508880042,6302.339878656904,0.0,0.0014198480275051661,2025-05-07 21:00:00+00:00,2025-05-08 01:00:00+00:00,0 days 04:00:00,,162.7354289463588,162.68792833600725,162.94620185802157,162.89460578782237,162.52465603469605,162.48125088419212,0.24027972660128366,0.22721648382449608
-29691,80,81,162.9206676174266,163.2565287584763,163.2565287584763,162.48061892261757,-9972.053138906362,0.0,-0.0020615011340265887,2025-05-08 07:00:00+00:00,2025-05-08 08:00:00+00:00,0 days 01:00:00,,162.6886433192662,162.74550083705358,162.94972819878393,163.21846366525557,162.42755843974845,162.2725380088516,0.22821102563877613,0.2472670321779707
-28775,113,118,163.57863961027908,163.52200317382812,163.9226422778273,163.13012625488912,1629.7134588763215,0.0,0.0003462336927724241,2025-05-09 16:00:00+00:00,2025-05-09 21:00:00+00:00,0 days 05:00:00,,163.41756875174386,163.4749973842076,163.571735967489,163.6341142876304,163.26340153599872,163.31588048078478,0.21790291643121848,0.17932972929154775
-34751,120,120,163.73464131833816,164.02971080911647,164.02971080911647,163.37238815132127,-10253.959874036813,0.0,-0.0018021201158320288,2025-05-12 00:00:00+00:00,2025-05-12 00:00:00+00:00,0 days 00:00:00,,163.5383540562221,163.5383540562221,163.85628137635797,163.85628137635797,163.2204267360862,163.2204267360862,0.20017689922611454,0.20017689922611454
-29806,128,128,164.25162585202926,164.58001183956097,164.58001183956097,163.82166227381455,-9787.872744369954,0.0,-0.0019992860699444837,2025-05-12 08:00:00+00:00,2025-05-12 08:00:00+00:00,0 days 00:00:00,,163.83728681291853,163.83728681291853,164.41405602169823,164.41405602169823,163.26051760413884,163.26051760413884,0.23283715161065072,0.23283715161065072
26650,145,151,164.1413610935977,164.3800048828125,163.77918360377885,164.61877285446676,6359.856982574181,0.0,0.0014538918626287867,2025-05-13 01:00:00+00:00,2025-05-13 07:00:00+00:00,0 days 06:00:00,,164.49778529575892,164.3702872140067,164.7935171447194,164.67514924926766,164.20205344679843,164.06542517874576,0.23703366485286348,0.21511255507257193
-30679,157,158,164.71961571782347,165.0356322985243,165.0356322985243,164.30147403328272,-9695.072679320407,0.0,-0.0019185121293761043,2025-05-13 13:00:00+00:00,2025-05-13 14:00:00+00:00,0 days 01:00:00,,164.35914393833704,164.4212145124163,164.69635138184512,164.87369683663994,164.02193649482896,163.96873218819266,0.20856299853308144,0.22380828937446848
-28465,159,169,165.0046117959854,164.93299865722656,165.34370803953044,164.5603790267198,2038.4679947702325,0.0,0.0004340068921672158,2025-05-13 15:00:00+00:00,2025-05-14 01:00:00+00:00,0 days 10:00:00,,164.48692866734095,164.92371477399553,165.04404117684035,165.17585741266555,163.92981615784154,164.6715721353255,0.22789383008879213,0.21294366241881096
